val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
2.2659591844248803,0.17173051523091457,0.01882430647784054,0.561929894092061,0.03595619744164783,2.844815627459148,0.11627271482936019,0.0017761989342806395,0.07869927064531047,0.003465132222082433,1
1.896058207301514,0.26519154559432123,0.06902245707229232,0.7209458307041989,0.12447080411794478,2.0588031163680163,0.22352780430413674,0.05137313840688618,0.6768320912073049,0.09382292815189021,2
1.7233763029269844,0.33322324963038,0.13342140026912191,0.7261445739625152,0.2234915551807008,1.809711918151351,0.30045088122721364,0.12146468096734526,0.7281650945061722,0.20560128437330985,3
1.7179381145038881,0.36393659177040644,0.14167767503794623,0.8115793066579096,0.23965828689590313,1.7122984583838128,0.33023637110523424,0.1467413581090313,0.775329134832039,0.24381142979291054,4
1.6136394824188012,0.3939894320076649,0.16776750330743104,0.8505688053771085,0.2787371896099068,1.6464868279359497,0.3589288154282292,0.1619073643940429,0.8147914921395325,0.26732073469978973,5
1.593192497521757,0.39696169092444167,0.1789960369930321,0.8526346390596942,0.2944349948331576,1.594040770122858,0.37969667986208405,0.1787129389260828,0.8392931709753423,0.29150325656833015,6
1.5348195171419192,0.40885072659154864,0.18494055482658558,0.8538345054402219,0.3020355460508339,1.5462439512844897,0.4006011750015149,0.19305916108758028,0.8496399076930615,0.31131356960275264,7
1.5153772125470906,0.4243725230388314,0.19385733158183696,0.829337393434391,0.3129058234206594,1.484326652790585,0.4295668806725471,0.20877169012160132,0.8662748791543101,0.3331155554162526,8
1.4165369587183942,0.4593791281767534,0.21169088508249748,0.860299056240873,0.33811460874354665,1.429245193810195,0.4523842054436907,0.22994944664826159,0.8717630788885451,0.3607175583815148,9
1.3848709855400902,0.4848084543466253,0.2305151915554169,0.8457931357299321,0.35956665424721085,1.3763884921301288,0.4682333651975394,0.2535865555429193,0.8685381070302637,0.3891723217603727,10
1.3563686254947314,0.4953764861294584,0.25330250991737197,0.8406309823221385,0.38712598692473205,1.3410842590016703,0.48039349629784855,0.26793277769779994,0.874506177822738,0.4071349459750549,11
1.3438176915069238,0.49339498018494055,0.2566050198249017,0.8322364184783976,0.389971883994585,1.318925827460661,0.487088399973214,0.27544746550584137,0.8713430072916288,0.4155913501945345,12
1.3217582409731463,0.5036327608982827,0.26188903567694927,0.8346725259778364,0.39591061175263226,1.2933084134733699,0.49719907086246373,0.2841918294950821,0.8746291792430192,0.4264635854665496,13
1.29899345962343,0.49999999992126204,0.2912813738834905,0.8366670268372469,0.4300667654570374,1.2699412015931075,0.5014346221998621,0.2882907500984011,0.8652399557179841,0.4298307391781676,14
1.2813758284759018,0.5072655217178275,0.28963011891004115,0.8383056913530811,0.4284732295310954,1.2535661578031816,0.5075830030610675,0.29799152890757014,0.8759418641678833,0.4417972890287332,15
1.2723591571754949,0.5115587846763541,0.2777410832429342,0.8576968986260529,0.4176102151486486,1.2395441966852312,0.5114086623407808,0.3012706654016267,0.8695673384225373,0.4448844036381335,16
1.2676680535274893,0.524768824227735,0.2886393659377822,0.8200663159671516,0.4244347608388651,1.2143414050507602,0.5175570433852222,0.308375461106174,0.8781502660237175,0.4539605607742461,17
1.2524499233364272,0.5198150595239163,0.3005284015852048,0.8486686471746336,0.4418920761212963,1.2042433422011485,0.5235687934695933,0.3161634103121336,0.869536145884314,0.46125678825792127,18
1.2428987542735697,0.5297225893252434,0.31241743725231175,0.8145606865813584,0.4498734728505778,1.1851265511074294,0.5377783850985711,0.31807623993366657,0.8611337049343919,0.4618433181429059,19
1.2192025696428166,0.5373183620338239,0.3233157200258978,0.8212584708294434,0.4625723210792088,1.1707949606280035,0.5401011067818612,0.3294165869572886,0.8605332152490685,0.47408259113656803,20
1.2455429597763907,0.523447820422199,0.32562747684306165,0.7830063808546986,0.4583722517543929,1.1467612979515993,0.544609919461189,0.3335155075606076,0.8595195824713276,0.4776217397859732,21
1.238721063461455,0.5310435932095173,0.3484147953231237,0.7510731947784223,0.4747135194321132,1.1332417367374104,0.5502117775489535,0.3399371498614684,0.8535133488990355,0.48349957888219863,22
1.2041104942205876,0.5571334214790021,0.34412153232522813,0.7964531005294981,0.4790897123722293,1.1142217506556453,0.5633283235821865,0.3479983603910339,0.8490724481508891,0.4911719319810306,23
1.2035217855219167,0.5442536327608983,0.34511228541559397,0.788827517152305,0.4784241784044112,1.1046103485654426,0.5620986474294906,0.3542833720229659,0.8451231872958879,0.49679177736043767,24
1.2014219340434005,0.5498678996036989,0.3619550859046266,0.7526242607020954,0.48758811900291293,1.0862478555380801,0.5723459489082668,0.36343762808312546,0.8384740697684421,0.5046064057365144,25
1.1811537336326812,0.5544914134742405,0.35171730511254645,0.7724439056892849,0.48171126854309476,1.073924688436829,0.5670173521380002,0.3708156851906808,0.8341193046949652,0.5111009446970995,26
1.1629617815760986,0.5670409512015914,0.37087186257621885,0.7676369373833015,0.4984900261247174,1.0589557808187267,0.5786309604322931,0.38147287879636466,0.8322133665642528,0.5209537919288548,27
1.142471609688813,0.5809114927344782,0.3896961690491383,0.7590093372520084,0.5135449443893357,1.0434859364976452,0.585325864229816,0.3876212597227207,0.8188506078322674,0.5238635692868113,28
1.1767574203848996,0.5756274767249547,0.3880449140953734,0.7612031599017084,0.5123387976713193,1.0279410212625326,0.5914742450340147,0.40183085122546924,0.8280895056742791,0.5384139459728299,29
1.1411527384225097,0.5875165127070135,0.3910171730908881,0.7641182782785423,0.5157766785457868,1.0164661482231003,0.6003552398275752,0.408662385592159,0.8197862612271116,0.5432926678546776,30
1.1557383042818017,0.5640686923635526,0.40125495380423026,0.7305434260374646,0.5164912732778169,1.0069561845977086,0.5984424102060423,0.4204126246266392,0.8255849786918172,0.5544702174038424,31
1.101449688328147,0.595442536170133,0.4240422720874474,0.7425008568927508,0.5381101976533862,0.9942490680814848,0.6029512228853701,0.42546796008755167,0.818611769316903,0.5573336581809873,32
1.1370162381206195,0.5921400265775552,0.4230515190758195,0.7333345702963745,0.5347170454192823,0.9868490550586119,0.6070501435029407,0.4361251536932355,0.8088334201463406,0.5645904796894562,33
1.1186988775764777,0.5898282693273325,0.4223910172124205,0.7587645486134992,0.5411893411230695,0.9656632213355382,0.6149747232414201,0.4426834267139239,0.8104565708603685,0.5703787897629626,34
